Artist,Birth,Death,Art Title,DoC,Estimate,price,Dimentions,close date,Auction Title
"Wilfred Gabriel de Glehn, R.A., N.E.A.C. ",1870,1951,A reclining nude with a subsidiary study of arm,0,"GBP 1,500 – GBP 2,000",GBP 875,(39.4 x 52.7 cm.),12 Dec 2019,"2019 | LIVE AUCTION 17294
BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
Salvador Dalí ,1904,1989,Coming back (Projet pour un deux pièces de plage),1965,"EUR 40,000 – EUR 60,000","EUR 90,000",0,18 Oct 2018,"2018 | LIVE AUCTION 15909
ART MODERNE"
CIRCLE OF LEONARDO DA VINCI ,VINCI,1519,"Portrait of Isabella of Aragon, Duchess of Milan (1470-1524), half-length, in profile to the right",0,"GBP 200,000 - GBP 300,000","GBP 299,250",(42.8 x 28.6cm.),30 Jul 2020,"21 Jul - 30 Jul 2020 | Online Auction 19640
Remastered: Contemporary Art and Old Masters"
Christopher Wool ,0,0,Untitled,1989,"USD 1,000,000 – USD 1,500,000","USD 1,207,500",(244 x 183 cm.),17 May 2017,"2017 | LIVE AUCTION 14187
POST-WAR AND CONTEMPORARY ART EVENING SALE"
PETER LINDBERGH ,1944,2019,"Cindy Crawford, Tatjana Patitz, Helena Christensen, Linda Evangelista, Claudia Schiffer, Naomi Campbell, Karen Mulder, Stephanie Seymour, American Vogue, Brooklyn, New York, 1991",0,"EUR 8,000 – EUR 10,000","EUR 22,500",(12 5/8 x 10 in.),5 Nov 2019,"2019 | LIVE AUCTION 17708
PHOTOGRAPHIES"
Paul Klee ,1879,1940,Forellenbach Miniatürartig (Trout Brook Miniature-like),1916,"GBP 80,000 – GBP 120,000","GBP 314,500",(11.5 x 24 cm.),5 Feb 2015,"2015 | LIVE AUCTION 10335
IMPRESSIONIST/MODERN WORKS ON PAPER"
"Pietro di Cristoforo Vannucci, called Perugino ",Città,1523,Head of a bearded man,0,"USD 200,000 – USD 300,000","USD 855,000",(23.9 x 19.8 cm),28 Jan 2020,"2020 | LIVE AUCTION 17994
OLD MASTER & BRITISH DRAWINGS INCLUDING WORKS FROM THE COLLECTION OF JEAN BONNA"
Marc Chagall ,1887,1985,Les amoureux au bouquet,0,"GBP 350,000 – GBP 550,000","GBP 457,250",(52.3 x 39.8 cm.),7 Feb 2013,"2013 | LIVE AUCTION 1105
IMPRESSIONIST/MODERN DAY SALE"
PABLO PICASSO ,1881,1973,Corrida sur fond noir (A.R. 198),0,"GBP 4,000 - GBP 6,000","GBP 5,250",0,21 Jun 2019,"13 Jun - 21 Jun 2019 | Online Auction 17006
Picasso Ceramics Online"
A VICTORIAN SILVER DESSERT-SERVICE,3,SERVICE,"MARK OF GEORGE ADAMS, LONDON, 1841",0,"GBP 2,000 – GBP 3,000","GBP 3,500",0,14 Nov 2018,"2018 | LIVE AUCTION 15492
THE COLLECTOR: SILVER & 19TH CENTURY FURNITURE, SCULPTURE & WORKS OF ART"
Norman Rockwell ,1894,1978,Profile of a World War I Sailor,1918,"USD 15,000 - USD 25,000","USD 16,250",(35.6 x 25.4 cm.),22 May 2019,"15 May - 22 May 2019 | Online Auction 17035
American Art Online"
Andrea Schiavone ,Zara,1563,The Judgment of Paris,0,"USD 5,000 – USD 7,000","USD 6,250",(19.6 x 35.5 cm.),6 Jun 2012,"2012 | LIVE AUCTION 2564
OLD MASTER PAINTINGS"
Sophie Anderson ,1823,1903,The Thrush's Nest,0,"GBP 10,000 – GBP 15,000","GBP 11,250",(21 x 25.4 cm.),16 Jun 2015,"2015 | LIVE AUCTION 11148
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
Mimmo Rotella ,1918,2006,Unione A T,1990,"GBP 4,000 - GBP 6,000","GBP 8,125",(77.5 x 115.5cm.),19 Sep 2017,"7 Sep - 19 Sep 2017 | Online Auction 15873
on paper | online"
Karel Appel ,1921,2006,Running Boy with Bird,1971,"EUR 25,000 – EUR 35,000","EUR 32,500",0,27 Nov 2018,"2018 | LIVE AUCTION 15910
POST-WAR & CONTEMPORARY ART"
PIERRE BONNARD ,1867,1947,Le jardin public,0,"GBP 80,000 – GBP 120,000","GBP 275,000",(38 x 55 cm.),1 Jul 2021,"2021 | LIVE AUCTION 19569
IMPRESSIONIST AND MODERN ART DAY AND WORKS ON PAPER SALE"
James Bishop ,0,0,Untitled,1962,"GBP 70,000 – GBP 100,000","GBP 75,000",(130.5 x 130.2cm.),7 Mar 2019,"2019 | LIVE AUCTION 16936
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
Sean Scully ,1945,0,Wall of Light Reef,2012,"GBP 300,000 – GBP 500,000","GBP 554,500",(160 x 160cm.),11 Feb 2015,"2015 | LIVE AUCTION 10337
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
ROBERT INDIANA ,1928,2018,American Dreams No. 5 (The Golden Five),0,"GBP 4,000 - GBP 6,000","GBP 4,410",(each),24 Mar 2022,"10 Mar - 24 Mar 2022 | Online Auction 20265
Prints and Multiples"
Sam Moyer ,1983,0,Untitled,2013,"USD 8,000 - USD 12,000","USD 11,250",(213.4 x 157.5 cm.),15 Dec 2020,"1 Dec - 15 Dec 2020 | Online Auction 18985
First Open | Online"
A.R. PENCK ,1939,2017,Zen-Trum,1987,"GBP 15,000 – GBP 20,000","GBP 156,250",(114.4 x 24 x 24cm.),25 Mar 2021,"2021 | LIVE AUCTION 19587
POST-WAR AND CONTEMPORARY ART DAY SALE"
Rembrandt Harmensz. van Rijn ,1606,1669,"The Card Player (B., Holl. 136; H. 190)",0,"GBP 1,500 – GBP 2,500","GBP 1,500",0,20 Sep 2012,"2012 | LIVE AUCTION 6755
PRINTS & MULTIPLES INCLUDING AN IMPORTANT COLLECTION BY HENRY MOORE"
James Smetham ,1821,1881,The Mandolin,0,"GBP 100,000 – GBP 150,000","GBP 476,750",(49.5 x 40.7 cm.),13 Dec 2017,"2017 | LIVE AUCTION 14233
VICTORIAN PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
Picasso Ceramics Exhibition Poster,0,0,"Exposition, Galerie 65, Cannes, Picasso, pâtes blanches, empreintes originales éditées par Madoura, et gravures rares, August 1957",0,GBP 700 - GBP 900,"GBP 3,500",(57 x 44.9 cm.),29 Jun 2017,"19 Jun - 29 Jun 2017 | Online Auction 15713
Picasso Ceramics"
RENÉ BURRI ,1933,2014,"Pablo Picasso, Nîmes France, 1957",0,"EUR 4,000 – EUR 6,000","EUR 5,000",(13 7/8 x 20 ½ in.),10 Nov 2017,"2017 | LIVE AUCTION 15061
PHOTOGRAPHIES"
PIERRE SOULAGES ,0,0,Lithographie n°31,0,"GBP 2,500 - GBP 3,500","GBP 6,250",0,26 Sep 2018,"14 Sep - 26 Sep 2018 | Online Auction 16533
Contemporary Edition"
"Sir Edward Coley Burne-Jones, Bt., A.R.A., R.W.S. ",1833,Jones,A Minstrel: Study for 'The Mill',0,"GBP 12,000 – GBP 18,000","GBP 47,500",(33.5 x 17.8 cm.),16 Jun 2015,"2015 | LIVE AUCTION 11148
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
Pablo Gargallo ,1881,1934,Espagnole à la mantille (Version I),1930,"GBP 150,000 – GBP 200,000","GBP 341,000",0,7 Dec 2016,"2016 | LIVE AUCTION 12459
FROM ANCIENT TO MODERN: A DISTINGUISHED PRIVATE COLLECTION"
RICHARD DIEBENKORN ,1922,1993,Blue With Red,0,"USD 15,000 - USD 20,000","USD 23,750",(857 x 584 mm.),20 Jul 2021,"9 Jul - 20 Jul 2021 | Online Auction 20015
Contemporary Edition"
Raoul De Keyser ,1930,0,Untitled,1968,"EUR 20,000 – EUR 30,000","EUR 43,500",0,21 Apr 2016,"2016 | LIVE AUCTION 3062
POST-WAR AND CONTEMPORARY ART"
FRANK HORVAT ,NÉ,trois,"Givenchy Hat B, Jardin des Modes, Paris, 1958",0,"EUR 6,000 – EUR 8,000","EUR 6,875",(12 3/8 x 17 3/8 in.),19 Jun 2019,"2019 | LIVE AUCTION 17584
ICONS OF GLAMOUR & STYLE : THE CONSTANTINER COLLECTION"
Georges Rouault ,1871,1958,Qui ne se grime pas? (Miserere et guerre),0,"GBP 18,000 – GBP 25,000","GBP 30,000",(57 x 43.2 cm.),1 Mar 2017,"2017 | LIVE AUCTION 13487
IMPRESSIONIST AND MODERN WORKS ON PAPER"
Dante Gabriel Rossetti ,1828,1882,A woman combing her hair; Fanny Cornforth,0,"GBP 500,000 – GBP 800,000","GBP 542,500",(34.3 x 31.1 cm.),13 Jul 2016,"2016 | LIVE AUCTION 12236
VICTORIAN, PRE-RAPHAELITE AND BRITISH IMPRESSIONIST ART"
"Sir William Blake Richmond, R.A. ",1842,1921,"Female head study, looking up",0,"GBP 3,000 – GBP 5,000","GBP 6,250",(40.8 x 29.8 cm.),16 Jun 2015,"2015 | LIVE AUCTION 11148
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
The Monogrammist K.H. ,0,0,Warships in choppy seas,0,"USD 6,000 – USD 8,000","USD 11,875",(81.2 x 111.7 cm.),31 Jan 2013,"2013 | LIVE AUCTION 2676
OLD MASTER PAINTINGS PART II"
Graciela Hasper ,1966,0,Untitled,2006,"USD 6,000 - USD 8,000","USD 9,375",(145.4 x 145.1 cm.),29 May 2019,"18 May - 29 May 2019 | Online Auction 17204
Latin American Art Online"
GIOVANNI BATTISTA PIRANESI ,1720,1778,"Two Plates, from: Vedute di Roma",0,"GBP 1,500 - GBP 2,500","GBP 2,750",(H. 96),28 Jan 2021,"19 Jan - 28 Jan 2021 | Online Auction 20187
Old Master Prints"
"ARAGO, Jacques . Promenade Autour du Monde pendant les années 1817, 1818, 1819 et 1820,… Atlas Historique et Pittoresque. Paris: LeBlanc, 1822.",1790,1855,,0,"GBP 800 – GBP 1,200",GBP 875,(345 x 256mm),29 Oct 2019,"2019 | LIVE AUCTION 17707
TOPOGRAPHICAL PICTURES INCLUDING SELECTIONS FROM THE KELTON COLLECTION"
Helen Frankenthaler ,1928,2011,One O'Clock,1966,"USD 500,000 – USD 700,000","USD 495,000",(238.8 x 196.2 cm.),27 Sep 2019,"2019 | LIVE AUCTION 17647
POST-WAR TO PRESENT"
Joris van Son ,Antwerp,1667,"Crabs and shrimp on a pewter platter, with grapes, a partly-peeled orange, peaches and two wine glasses, on a partially draped table",0,"GBP 30,000 – GBP 50,000","GBP 55,000",(38.1 x 51.2 cm.),3 Dec 2014,"2014 | LIVE AUCTION 1576
OLD MASTER & BRITISH PAINTINGS DAY SALE"
PABLO PICASSO ,1881,1973,Trois personnages sur tremplin (A.R. 374),1956,"USD 2,000 - USD 3,000","USD 5,250",0,13 Nov 2019,"6 Nov - 13 Nov 2019 | Online Auction 17126
Picasso Ceramics Online"
"Sydney A. Watson, 19th Century",0,0,"Glen Croe, Argyllshire",0,"GBP 2,000 – GBP 3,000","GBP 2,500",(50.8 x 76.3 cm.),1 Dec 2016,"2016 | LIVE AUCTION 12310
VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART, MARITIME ART, SPORTING & WILDLIFE ART"
"SIR EDUARDO PAOLOZZI, R.A. ",1924,2005,Castel Lagopesole,0,"GBP 4,000 – GBP 6,000",0,(29.8 x 30.2 cm.),23 Mar 2022,"MARCH 23 | LIVE AUCTION 21029
MODERN BRITISH AND IRISH ART DAY SALE"
HENRI CARTIER-BRESSON ,1908,BRESSON,"Srinagar, Kashmir, 1948",0,"USD 12,000 – USD 18,000","USD 25,000",(24.2 x 36.1cm.),5 Oct 2012,"2012 | LIVE AUCTION 2586
PHOTOGRAPHS"
CONSUELO KANAGA ,0,0,"Pitcher and Soap, 1925",0,"USD 6,000 – USD 8,000","USD 5,000",(12 x 7.6 cm.),6 Apr 2018,"2018 | LIVE AUCTION 15768
PHOTOGRAPHS"
PABLO PICASSO ,1881,1973,Motif spiralé (A.R. 404),1957,"USD 2,500 - USD 3,500","USD 7,500",0,13 Nov 2019,"6 Nov - 13 Nov 2019 | Online Auction 17126
Picasso Ceramics Online"
André Beaurepaire ,1924,2012,Projet de décors pour des tableaux japonisants,0,"EUR 1,000 - EUR 1,500","EUR 1,512",0,6 Apr 2022,"25 Mar - 6 Apr 2022 | Online Auction 21060
Roland Petit & Zizi Jeanmaire : Un patrimoine pour la danse"
Christopher Wool ,1955,0,Untitled,2008,"USD 7,500,000 – USD 9,500,000","USD 8,262,500",(269.2 x 243.9 cm.),17 May 2018,"2018 | LIVE AUCTION 15968
POST-WAR AND CONTEMPORARY ART EVENING SALE"
LOUVRE EXPERIENCE: EXPLORE THE LOUVRE WITH ITS PRESIDENT,0,0,,0,"EUR 5,000 - EUR 10,000","EUR 38,000",0,15 Dec 2020,"1 Dec - 15 Dec 2020 | Online Auction 20148
Bid for the Louvre: contemporary art, unique luxury pieces and once-in-a-lifetime experiences sold to benefit the Louvre social and educational programs"
Giovanni Battista Piranesi ,1720,1778,Veduta della Piazza del Campidoglio,0,"GBP 800 – GBP 1,200",GBP 875,0,4 Dec 2014,"2014 | LIVE AUCTION 5882
PRINTS & MULTIPLES"
Jules Cayron ,FRENCH,1940,Dressed for the evening,0,"GBP 2,500 – GBP 3,000","GBP 3,125",(65.5 x 35.5 cm.),10 Sep 2015,"2015 | LIVE AUCTION 10447
19TH CENTURY EUROPEAN ART"
WILLIAM EGGLESTON ,B,transfer,"Untitled (Near Glendora, Mississippi), 1970",0,"USD 60,000 – USD 80,000","USD 75,000",(28.7 x 43.9cm.),3 Oct 2013,"2013 | LIVE AUCTION 2732
PHOTOGRAPHS"
Cornelis Lelienbergh ,active,after,Resting cattle in a landscape,0,"EUR 3,000 – EUR 5,000","EUR 6,875",0,21 Nov 2013,"2013 | LIVE AUCTION 3040
OLD MASTERS & 19TH CENTURY ART - INCLUDING DUTCH IMPRESSIONISM."
Cornelis Hendriksz. Vroom ,Haarlem,1661,A mountainous river landscape with a shepherd in the left foreground and a temple on the opposite river bank,0,"EUR 8,000 – EUR 12,000","EUR 10,000",0,14 May 2014,"2014 | LIVE AUCTION 3047
OLD MASTERS, 19TH CENTURY AND IMPRESSIONIST ART"
"A PAIR OF LOUIS XVI ENGRAVED, GILT AND POLYCHROME-DECORATED SILVER FOIL LANDSCAPE VIEWS",14,DECORATED,"BY THOMAS COMPIGNÉ, CIRCA 1775",0,"GBP 6,000 – GBP 8,000","GBP 20,000",0,22 May 2019,"2019 | LIVE AUCTION 17182
THE COLLECTOR: EUROPEAN FURNITURE, WORKS OF ART & CERAMICS"
Alfredo Tominz ,Italian,1936,A coach by the shore,0,"GBP 2,000 – GBP 3,000","GBP 2,250",(64.8 x 48.8 cm.),2 May 2014,"2014 | LIVE AUCTION 5613
19TH CENTURY EUROPEAN ART"
Daan van Golden ,1936,2017,B.B.,1979,"EUR 5,000 - EUR 7,000","EUR 5,625",0,18 Jun 2020,"2 Jun - 18 Jun 2020 | Online Auction 18280
Post-War & Contemporary Art: Amsterdam"
A LATE LOUIS XV ORMOLU-MOUNTED TULIPWOOD COMMODE,86,Laurent,"BY JACQUES-LAURENT COSSON, CIRCA 1765",1775,"USD 5,000 - USD 8,000","USD 5,000",0,1 Jul 2021,"15 Jun - 1 Jul 2021 | Online Auction 20533
Treasures of a Storied Manhattan Collection"
Francisque Millet ,Antwerp,1679,"Two figures on a path in a wooded classical landscape, buildings and a pool of water beyond",0,"USD 18,000 – USD 28,000","USD 15,000",(74.3 x 92.7 cm.),31 Jan 2013,"2013 | LIVE AUCTION 2676
OLD MASTER PAINTINGS PART II"
MAQBOOL FIDA HUSAIN ,1913,2011,Untitled,0,"GBP 10,000 – GBP 15,000","GBP 15,000",(51.1 x 42.5 cm.),25 May 2017,"2017 | LIVE AUCTION 13841
SOUTH ASIAN MODERN + CONTEMPORARY ART"
Santo Piatti ,Venice,1747,Design for a sculptured group representing a triumph with prisoners and trophies,0,"GBP 1,500 – GBP 2,500","GBP 2,250",(41.5 x 29 cm),4 Dec 2018,"2018 | LIVE AUCTION 17420
OLD MASTERS/NEW SCHOLARS: WORKS OF ART SOLD TO BENEFIT RUGBY SCHOOL"
"Sir Eduardo Paolozzi, R.A. ",1924,2005,Berlin,1975,"GBP 15,000 – GBP 25,000","GBP 30,000",(60 x 108.3 cm.),20 Nov 2018,"2018 | LIVE AUCTION 15482
MODERN BRITISH ART DAY SALE"
Henri Lebasque ,1865,1937,"Cannes, parasol bleu et tentes",0,"USD 80,000 – USD 120,000","USD 98,500",(46 x 55 cm.),8 Nov 2012,"2012 | LIVE AUCTION 2596
IMPRESSIONIST AND MODERN ART DAY SALE"
DONALD JUDD ,1928,1994,"TWO 'NO. 45' CHAIRS, DESIGNED 1984",0,"USD 8,000 – USD 10,000","USD 21,250",0,22 Mar 2016,"2016 | LIVE AUCTION 12663
FIRST OPEN| HOME"
Gustave-Jean-Louis Mohler ,FRENCH,Jean,Pierre,0,"GBP 4,000 – GBP 6,000","GBP 5,000",(84 x 116.5 cm.),16 Mar 2017,"2017 | LIVE AUCTION 14415
19TH CENTURY EUROPEAN ART"
PABLO PICASSO ,1881,1973,Scène de plage (A.R. 391),1956,"USD 2,500 - USD 3,500","USD 5,625",0,13 Nov 2018,"7 Nov - 13 Nov 2018 | Online Auction 16430
Picasso Ceramics: Including Property from the Collection of Joan A. Mendell"
Nicole Eisenman ,0,0,Romantic Kiss,2007,"GBP 3,000 – GBP 5,000","GBP 7,500",(30.5 x 30.5cm.),7 Oct 2017,"2017 | LIVE AUCTION 14443
POST-WAR AND CONTEMPORARY ART DAY AUCTION"
PABLO PICASSO ,1881,1973,Chouette (A.R. 543),1968,"USD 12,000 - USD 18,000","USD 40,000",0,15 May 2019,"9 May - 15 May 2019 | Online Auction 16659
Picasso Ceramics"
A Romanesque gilt and engraved copper and cloisonne enamel processional cross,0,0,"13TH CENTURY, POSSIBLY CATALAN",0,"EUR 1,800 – EUR 2,400","EUR 2,750",0,27 Mar 2013,"2013 | LIVE AUCTION 3025
THE DECORATIVE ARTS SALE INCL. FINE PAINTINGS"
PABLO PICASSO ,1881,1973,Visage dans un ovale (A.R. 275),0,"GBP 4,000 - GBP 6,000","GBP 8,750",0,2 Mar 2018,"22 Feb - 2 Mar 2018 | Online Auction 15865
Picasso Ceramics - Online"
A GEORGE IV MAHOGANY EXTENDING DINING-TABLE,72,TABLE,CIRCA 1820,0,"GBP 10,000 – GBP 15,000","GBP 25,000",0,17 Nov 2016,"2016 | LIVE AUCTION 12247
THE ENGLISH COLLECTOR: ENGLISH FURNITURE, CLOCKS AND PORTRAIT MINIATURES"
Jan Brueghel II ,Antwerp,1678,"Travelers with carts and a wagon on a country road, a city beyond",0,"USD 50,000 – USD 70,000","USD 56,250",(12.1 x 20 cm.),14 Apr 2016,"2016 | LIVE AUCTION 11936
OLD MASTERS: PART II"
A SILVER-GILT MOUNTED ROYAL COPENHAGEN PORCELAIN 'FLORA DANICA' PART FLATWARE SERVICE,18,GILT,"20TH CENTURY, THE SILVER MARK OF A. MICHAELSEN, COPENHAGEN",0,"USD 5,000 – USD 7,000","USD 13,750",0,27 Jan 2021,"2021 | LIVE AUCTION 19024
THE COLLECTION OF MR. & MRS. JOHN H. GUTFREUND 834 FIFTH AVENUE"
ARTHUR JOSEPH MEADOWS ,BRITISH,1907,Paris with Notre Dame,0,"GBP 3,000 - GBP 5,000","GBP 15,000",(40.6 x 35.4 cm.),29 Jul 2020,"7 Jul - 29 Jul 2020 | Online Auction 18829
British & European Art"
ABRAHAM CRUZVILLEGAS ,0,0,Metamorfosis del cuarteto (Quartet metamorphosis),0,"GBP 3,000 - GBP 5,000","GBP 3,750",(91 x 101 x 51.4cm.),19 Oct 2021,"5 Oct - 19 Oct 2021 | Online Auction 19842
First Open: Post-War & Contemporary Art Online"
EDWARD WESTON ,1886,1958,"Dunes, Oceano, 1936",0,"USD 100,000 – USD 150,000","USD 118,750",(19 x 24cm.),31 Mar 2015,"2015 | LIVE AUCTION 3726
20/21 PHOTOGRAPHS"
William Aiken Walker ,1838,1921,The Cotton Field,0,"USD 6,000 – USD 8,000","USD 35,000",(15.6 x 31.1 cm.),25 Mar 2015,"2015 | LIVE AUCTION 3723
AMERICAN ART"
Circle of Sir Anthony van Dyck ,Antwerp,1641,Head of a bearded man,0,"GBP 20,000 – GBP 30,000","GBP 106,250",(34.5 x 27.2 cm.),6 Jul 2018,"2018 | LIVE AUCTION 15495
OLD MASTERS DAY SALE"
"David Jagger, R.P., R.O.I. ",1891,1958,Model Resting,1936,"GBP 60,000 – GBP 80,000","GBP 150,000",(95.9 x 177.8 cm.),29 Sep 2020,"2020 | LIVE AUCTION 18873
MODERN BRITISH ART"
A German brown saltglaze stoneware bartmannkrug,0,0,16TH CENTURY,0,"EUR 1,200 – EUR 1,800","EUR 1,750",0,20 Jun 2012,"2012 | LIVE AUCTION 3008
THE DECORATIVE ARTS SALE, INCL. FINE PAINTINGS"
"BEN NICHOLSON, O.M. ",1894,1982,1944 (still life),1944,"GBP 80,000 – GBP 120,000","GBP 162,500",(26 x 35.2 cm.),21 Oct 2021,"2021 | LIVE AUCTION 20023
MODERN BRITISH AND IRISH ART DAY SALE"
BERNAR VENET ,NÉ,dessous,224.5° Arc x 4,0,"EUR 30,000 – EUR 40,000","EUR 42,500",0,8 Dec 2016,"2016 | LIVE AUCTION 12707
ART CONTEMPORAIN VENTE DU JOUR"
Sherrie Levine ,1947,0,After Man Ray,1984,"USD 7,000 – USD 10,000","USD 20,000",(35.6 x 25.4 cm.),27 Sep 2013,"2013 | LIVE AUCTION 2727
FIRST OPEN"
Anthony Thieme ,1888,1954,"Rooftops, Gloucester",0,"USD 12,000 - USD 18,000","USD 16,250",(77.5 x 91.4 cm.),22 May 2019,"15 May - 22 May 2019 | Online Auction 17035
American Art Online"
JOHN R. GRABACH ,AMERICAN,1981,The Bustling City,0,"USD 4,000 - USD 6,000","USD 9,375",(122 x 93.4 cm.),8 Oct 2020,"23 Sep - 8 Oct 2020 | Online Auction 19031
The Collector | Online: English & European 18th & 19th Century Furniture, Ceramics, Silver & Works of Art"
"Dame Elisabeth Frink, R.A. ",1930,1993,Warrior II,1964,"GBP 20,000 – GBP 30,000","GBP 25,000",0,21 Nov 2013,"2013 | LIVE AUCTION 1158
MODERN BRITISH AND IRISH ART DAY SALE"
JEAN HUGO ,1894,1984,A farmyard; and Cows in a meadow,0,"GBP 1,500 - GBP 2,000","GBP 3,250","(8 x 12,8 cm.)",6 Dec 2018,"28 Nov - 6 Dec 2018 | Online Auction 16534
Old Master Works on Paper: Prints and Drawings for under £5,000"
WALKER EVANS ,0,0,"Wooden Gothic Revival House, Cambridge, Massachusetts, 1930–1931",0,"USD 5,000 - USD 7,000","USD 1,875",(17.9 x 12.8 cm.),11 Apr 2018,"3 Apr - 11 Apr 2018 | Online Auction 16654
MoMA: Walker Evans"
HANS FRIEDRICH SHORER L'ANCIEN ,0,0,"Paysage avec un pont, une ville et un village",0,"EUR 3,000 – EUR 5,000","EUR 3,750",0,27 Mar 2019,"2019 | LIVE AUCTION 16827
DESSINS ANCIENS ET DU XIXÈME INCLUANT DES OEUVRES DE LA COLLECTION JEAN BONNA"
Robert Filliou ,1926,1987,La Couleur des Langues,1973,"EUR 4,000 – EUR 6,000","EUR 9,375",0,4 Dec 2019,"2019 | LIVE AUCTION 15946
POST-WAR AND CONTEMPORARY ART VENTE DU JOUR"
A SET OF THREE GEORGE III MAHOGANY OPEN ARMCHAIRS,94,shaped,"POSSIBLY BY INCE & MAYHEW, CIRCA 1775",0,"GBP 6,000 – GBP 10,000","GBP 20,000",0,22 Jul 2020,"2020 | LIVE AUCTION 18367
GLORIA: PROPERTY FROM THE LATE DOWAGER COUNTESS BATHURST"
"A GEORGE III SATINWOOD, AMBOYNA, AMARANTH AND POLYCHROME-PAINTED SIDE TABLE",87,PAINTED,"POSSIBLY BY SEDDON, SONS AND SHACKELTON, CIRCA 1790, REDUCED IN SIZE WITH CONSEQUENT ALTERATIONS",0,"USD 4,000 – USD 6,000","USD 25,000",0,9 May 2018,"2018 | LIVE AUCTION 16719
THE COLLECTION OF PEGGY AND DAVID ROCKEFELLER: ENGLISH & EUROPEAN FURNITURE, CERAMICS AND DECORATIONS, PART I"
William Herbert Dunton ,1878,1936,The Cow-puncher,1908,"USD 7,000 - USD 10,000","USD 8,125",(22.9 x 15.2 cm.),21 Nov 2017,"14 Nov - 21 Nov 2017 | Online Auction 14317
American Art Online"
A PAIR OF JAPANESE SILVER VASES,0,0,"EACH SIGNED MASAKUNI SEN (CARVED BY MASAKUNI) AND SEALED JUNGIN (PURE SILVER), MEIJI PERIOD (LATE 19TH – EARLY 20TH CENTURY)",0,"GBP 10,000 - GBP 15,000",0,0,17 Mar 2022,"3 Mar - 17 Mar 2022 | Online Auction 21048
View over St. James’s Square: A Private Collection"
After Paul Gauguin ,1848,1903,Idole à la Coquille,0,"USD 15,000 – USD 20,000","USD 10,000",0,12 Nov 2019,"2019 | LIVE AUCTION 17660
IMPRESSIONIST AND MODERN ART DAY SALE"
Maurice Utrillo ,1883,1955,Rue du Mont-Cenis à Montmartre,0,"EUR 200,000 – EUR 300,000","EUR 361,500",(28¾ x 39¾ in.),3 Dec 2013,"2013 | LIVE AUCTION 3567
ART IMPRESSIONNISTE ET MODERNE"
PAULA SCHER ,0,0,New York (Subway),0,"USD 3,000 - USD 5,000","USD 11,875",(1334 x 698 mm.),26 Oct 2017,"17 Oct - 26 Oct 2017 | Online Auction 15008
Screen Star: Alexander Heinrici, Master Printer"
Giosetta Fioroni ,0,0,Liberty,0,"EUR 60,000 – EUR 80,000","EUR 80,492",0,28 Apr 2017,"2017 | LIVE AUCTION 14382
MILAN MODERN AND CONTEMPORARY"
CARL VILHELM HOLSØE ,DANISH,1935,A Lady Playing the Piano,0,"USD 25,000 - USD 35,000","USD 23,750",(50.2 x 43.2 cm.),16 Oct 2020,"1 Oct - 16 Oct 2020 | Online Auction 19029
European Art Part II"
Joel Shapiro ,1941,0,Untitled,1972,"USD 3,000 – USD 5,000","USD 6,875",(102.9 x 66 cm.),27 Sep 2017,"2017 | LIVE AUCTION 15785
THE COLLECTION OF PAUL F. WALTER"
Chaïm Soutine ,1893,1943,Glaïeuls,1919,"GBP 100,000 – GBP 150,000","GBP 175,000",(55.2 x 38.3 cm.),28 Feb 2019,"2019 | LIVE AUCTION 16933
IMPRESSIONIST AND MODERN ART DAY SALE"
Rudolf Stingel ,1956,0,Untitled,2010,"GBP 2,800,000 – GBP 3,500,000","GBP 2,648,750",(332.7 x 258.4cm.),6 Mar 2018,"2018 | LIVE AUCTION 15473
POST-WAR AND CONTEMPORARY ART EVENING AUCTION"
NATHAN OLIVEIRA ,1928,2010,Couple and Light,0,"EUR 20,000 – EUR 30,000","EUR 22,500",(60 x 50 in.),29 Oct 2014,"2014 | LIVE AUCTION 3614
COLLECTION WILLEM PEPPLER"
Edmund Blair Leighton ,1852,1922,A Favour,0,"GBP 15,000 – GBP 25,000","GBP 17,500",(91.5 x 50.9 cm.),12 Dec 2019,"2019 | LIVE AUCTION 17294
BRITISH ART: VICTORIAN, PRE-RAPHAELITE & BRITISH IMPRESSIONIST ART"
TAKASHI MURAKAMI ,né,Kiti,Para-Kiti Dob; Jelly Fish Eyes,0,"EUR 1,200 – EUR 1,800","EUR 1,250",(19¾ x 19¾ in.),10 Oct 2012,"2012 | LIVE AUCTION 3541
RENDEZ-VOUS - INTÉRIEURS CONTEMPORAINS"
Gino Severini ,1883,1966,Saint Laurent de Brindes,1951,"GBP 1,500 – GBP 2,000","GBP 1,875",(35.5 x 20.5 cm.),22 Jun 2012,"2012 | LIVE AUCTION 6240
IMPRESSIONIST/MODERN"
